Mediana de R1,Mediana de R2,Mediana de R3,Mediana de R4,Mediana de R5,Mediana de R6,Mediana de R7,Mediana de R8,Mediana de R9,Mediana de R10
6376,7100,8028,8590,9645,10652.5,11133.5,11487,12492,13166.5
