,Name,R1toR2,R2toR3,R3toR4,R4toR5,R5toR6,R6toR7,R7toR8,R8toR9,R9toR10
tinydb,1.28,-25.61,1.57,1.47,3.25,24.5,-5.88,-0.19,-5.12
tpot,74.39,43.25,5.13,89.47,-5.58,27.58,-21.0,41.86,55.83
transformers,0.0,5.82,14.82,116.05,0.19,12.97,0.01,14.26,51.52
transitions,1.68,0.0,1.33,9.09,2.19,8.77,1.14,0.77,0.76
trax,18.13,0.0,0.16,19.47,11.56,-9.2,0.1,4.16,0.14
tribler,-8.31,0.0,0.05,-0.02,0.16,0.01,0.03,0.0,0.03
troposphere,21.02,7.65,5.08,2.72,5.53,0.03,0.9,9.4,6.12
TTS,3.26,5.62,3.45,2.08,10.64,3.5,0.0,-1.27,0.01
tvm,61.26,27.62,106.44,61.57,-100.0,20594700.0,0.17,40.06,49.07
tweepy,3.3,4.02,6.9,0.23,0.32,2.08,1.05,0.31,0.04
twisted,0.0,0.0,-0.08,0.0,0.0,0.07,0.02,0.0,0.24
typer,0.0,0.0,26.29,56.65,34.13,83.84,-0.09,0.05,16.57
umap,62.07,0.03,0.67,0.15,73.79,0.24,2.09,0.27,0.56
ungoogled-chromium,-100.0,-100.0,-100.0,96400.0,1.04,21.85,15.49,-1.6,13.63
uvicorn,-0.56,0.74,0.3,-0.02,3.4,0.0,2.88,-1.44,0.1
video2x,10.13,55.79,8.49,3.36,12.22,1.5,8.49,2.7,14.88
visidata,0.0,67.56,63.54,3.23,27.56,3.71,23.82,0.05,3.72
vision,87.24,0.0,85.44,19.99,54.05,24.77,18.54,114.44,26.84
vit-pytorch,0.0,4.03,8.53,-0.71,28.06,1.12,-100.0,-100.0,19400.0
voila,2.83,-0.06,0.25,0.94,0.0,31.48,0.0,2.4,0.02
wagtail,-23.47,0.07,54.76,0.31,12.58,9.2,10.44,2.77,0.0
walle-web,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
watchdog,0.4,0.36,0.39,3.41,0.51,0.44,0.12,0.36,0.9
WeasyPrint,0.54,0.41,0.03,0.22,1.91,7.49,0.05,0.8,0.03
werkzeug,14.28,0.02,0.18,0.18,0.01,0.13,0.03,-0.58,0.01
WeRoBot,157.99,158.26,0.0,1.72,-75.56,-7.85,342.51,-75.66,101.81
wfuzz,8.01,12.49,130.3,0.37,-0.03,0.03,2.07,59.04,-36.73
whoogle-search,51.95,14.19,12.43,0.0,-0.13,71.6,2.41,12.59,0.61
WSL,-100.0,-100.0,5900.0,0.0,0.0,3.33,0.0,0.0,0.0
wxpy,1.84,3.01,8.77,15.09,0.53,-0.7,0.94,2.22,23.38
xonsh,114.74,134.68,5.15,9.88,-3.22,41.99,0.03,0.12,7.54
XX-Net,-0.11,3.56,0.26,33.97,0.0,0.57,0.04,0.19,0.1
yolov3,-5.13,0.82,1.34,2.42,16.17,94.93,0.97,15.62,7.26
you-get,1.45,0.82,3.09,-0.02,1.9,0.64,8.76,0.96,1.44
youtube-dl,2.76,0.0,0.05,0.14,0.22,0.07,0.26,0.11,0.01
yowsup,33.74,4.97,12.64,4.62,0.51,0.88,1.19,1.22,2.87
yt-dlp,0.04,0.27,0.07,0.31,0.09,0.03,0.14,0.09,0.72
YT-Spammer-Purge,13.19,17.17,8.2,75.16,0.78,0.84,23.38,1.92,43.95
