Mediana de R1toR2,Mediana de R2toR3,Mediana de R3toR4,Mediana de R4toR5,Mediana de R5toR6,Mediana de R6toR7,Mediana de R7toR8,Mediana de R8toR9,Mediana de R9toR10
132,95,130,146,128,94,43,96,58
