Mediana de R1toR2,Mediana de R2toR3,Mediana de R3toR4,Mediana de R4toR5,Mediana de R5toR6,Mediana de R6toR7,Mediana de R7toR8,Mediana de R8toR9,Mediana de R9toR10
110,124,150,168,159,97,65,106,69
