Mediana de R1,Mediana de R2,Mediana de R3,Mediana de R4,Mediana de R5,Mediana de R6,Mediana de R7,Mediana de R9,Mediana de R8,Mediana de R10
3486,3833,4146,4529,4954,5493,5675,6294,6017,6496
