Mediana de R1,Mediana de R2,Mediana de R3,Mediana de R4,Mediana de R5,Mediana de R6,Mediana de R7,Mediana de R8,Mediana de R9,Mediana de R10
337,361,424,487,573,592,639,667,682,668
