Mediana de R1,Mediana de R2,Mediana de R3,Mediana de R4,Mediana de R5,Mediana de R6,Mediana de R7,Mediana de R8,Mediana de R9,Mediana de R10
879,1015.5,1120.5,1202,1301.5,1472,1499,1569,1639,1768
