Mediana de R1,Mediana de R2,Mediana de R3,Mediana de R4,Mediana de R5,Mediana de R6,Mediana de R7,Mediana de R8,Mediana de R9,Mediana de R10
71.195,71.445,71.265,71.235,70.515,70.88,70.78,70.58,70.89,71.135
